timestamp,epoch,battery,Tdb_BME680,RH_BME680,P_BME680,Alt_BME680,TVOC,ECO2,RCO2,Tdb_scd30,RH_scd30,Lux,PM1,PM25,PM10,Air
2019-09-19 19:22:11+00:00,1568920931,3.820649624,27.1,30.34,102.71,-151.25,216,482,767,28.6,29.53,72.35,1.25,1.28,1.28,0.06
2019-09-19 19:23:14+00:00,1568920994,4.019314289,27.14,30.28,102.72,-151.58,232,502,784,28.68,29.38,72.13,1.09,1.12,1.12,0.06
2019-09-19 19:24:16+00:00,1568921056,3.8139152530000002,27.31,30.14,102.72,-151.58,230,496,804,28.82,29.37,71.87,1.3599999999999999,1.4,1.4,0.06
2019-09-19 19:25:19+00:00,1568921119,4.001356125,27.46,29.98,102.72,-151.91,242,518,789,28.92,29.24,71.38,1.03,1.06,1.06,0.07
2019-09-19 19:26:22+00:00,1568921182,3.807180882,27.59,29.82,102.72,-151.91,257,574,781,28.88,29.26,71.29,1.31,1.35,1.35,0.19
2019-09-19 19:27:25+00:00,1568921245,4.00023365,27.59,29.77,102.72,-152.07,256,552,783,29.02,29.14,70.98,1.49,1.52,1.52,0.09
2019-09-19 19:28:28+00:00,1568921308,3.8386080270000003,27.56,29.89,102.72,-151.74,265,591,778,29.08,29.19,70.17,1.54,1.58,1.58,0.13
2019-09-19 19:29:31+00:00,1568921371,3.947480917,27.52,29.92,102.72,-151.91,254,579,771,29.09,29.12,70.39,1.1400000000000001,1.17,1.17,0.13
2019-09-19 19:30:34+00:00,1568921434,3.788100004,27.54,29.91,102.71,-151.58,271,598,776,29.18,28.94,69.05,1.3,1.33,1.33,0.12
2019-09-19 19:31:36+00:00,1568921496,3.9328897,27.58,29.65,102.71,-151.41,255,564,800,29.13,28.81,69.64,1.26,1.29,1.29,0.12
2019-09-19 19:32:39+00:00,1568921559,3.836363316,27.57,29.78,102.71,-151.08,254,557,792,29.18,28.9,68.93,0.96,0.98,0.98,0.06
2019-09-19 19:33:42+00:00,1568921622,3.964316845,27.46,29.84,102.71,-151.41,245,533,768,28.98,29.02,69.34,1.1,1.13,1.13,0.09
2019-09-19 19:34:45+00:00,1568921685,3.807180882,27.46,29.79,102.71,-151.25,236,535,806,29.03,28.88,68.93,1.32,1.3599999999999999,1.3599999999999999,0.03
2019-09-19 19:35:48+00:00,1568921748,3.956459999,27.52,29.71,102.71,-150.92,246,538,774,28.94,29.1,68.79,1.15,1.18,1.18,0.06
2019-09-19 19:36:51+00:00,1568921811,3.802691221,27.57,29.69,102.71,-151.08,259,568,776,28.99,28.97,68.31,0.99,1.01,1.01,0.1
2019-09-19 19:37:54+00:00,1568921874,3.956459999,27.36,29.98,102.72,-151.08,268,572,750,28.84,29.24,68.04,1.3599999999999999,1.4,1.4,0.14
2019-09-19 19:38:57+00:00,1568921937,3.976663113,27.27,30.08,102.71,-151.25,264,564,806,28.92,29.16,67.95,0.97,0.99,0.99,0.05
2019-09-19 19:39:59+00:00,1568921999,3.812792778,27.34,29.93,102.71,-151.25,259,536,790,28.77,29.1,-98.0,0.9,0.92,0.92,0.08
2019-09-19 19:41:02+00:00,1568922062,3.981152773,27.38,29.86,102.71,-151.08,246,513,796,28.92,28.95,67.19,1.15,1.18,1.18,0.03
2019-09-19 19:42:05+00:00,1568922125,3.8139152530000002,27.54,29.68,102.71,-151.08,259,531,798,28.91,29.1,67.2,1.17,1.2,1.2,0.05
2019-09-19 19:43:08+00:00,1568922188,3.919420719,27.54,29.63,102.71,-150.92,260,549,777,28.77,29.28,67.02,1.16,1.19,1.19,0.04
2019-09-19 19:44:11+00:00,1568922251,3.831873655,27.41,29.87,102.71,-150.92,260,543,768,28.75,29.33,66.54,1.28,1.32,1.32,0.05
2019-09-19 19:45:14+00:00,1568922314,3.89585042,27.5,29.64,102.71,-150.92,257,532,783,28.75,29.13,65.91,1.49,1.52,1.52,0.03
2019-09-19 19:46:17+00:00,1568922377,3.815037489,27.39,29.95,102.71,-151.25,262,558,778,28.75,29.42,66.23,1.4,1.44,1.44,0.05
2019-09-19 19:47:19+00:00,1568922439,3.9418687820000002,27.3,29.99,102.71,-151.08,259,550,783,28.73,29.39,65.92,1.47,1.5,1.5,0.04
2019-09-19 19:48:22+00:00,1568922502,3.820649624,27.32,29.94,102.71,-151.25,261,550,793,28.78,29.21,65.61,1.3599999999999999,1.3900000000000001,1.3900000000000001,0.05
2019-09-19 19:49:25+00:00,1568922565,3.907074451,27.42,29.88,102.71,-151.41,274,566,784,28.74,29.32,65.19,1.26,1.29,1.29,0.06
2019-09-19 19:50:28+00:00,1568922628,3.811670303,27.46,29.84,102.71,-151.25,281,554,768,28.71,29.4,65.15,1.17,1.2,1.2,0.09
2019-09-19 19:51:31+00:00,1568922691,3.925032854,27.24,30.24,102.71,-151.25,287,589,774,28.64,29.59,64.79,1.26,1.3,1.3,0.12
2019-09-19 19:52:34+00:00,1568922754,3.811670303,27.28,30.13,102.71,-151.25,275,589,803,28.79,29.36,64.53,1.29,1.32,1.32,0.08
2019-09-19 19:53:37+00:00,1568922817,3.931767225,27.26,30.19,102.71,-150.92,290,623,782,28.78,29.5,63.94,1.51,1.54,1.54,0.14
2019-09-19 19:54:40+00:00,1568922880,3.812792778,27.32,30.07,102.71,-150.75,296,608,779,28.94,29.19,64.07,1.42,1.46,1.46,0.14
2019-09-19 19:55:42+00:00,1568922942,3.931767225,27.38,29.89,102.71,-150.92,300,633,785,29.02,29.04,63.82,0.87,0.89,0.89,0.09
2019-09-19 19:56:45+00:00,1568923005,3.806058407,27.41,29.74,102.71,-150.92,283,587,793,28.94,28.89,63.5,1.52,1.56,1.56,0.11
2019-09-19 19:57:48+00:00,1568923068,3.967684031,27.33,29.85,102.7,-150.42,284,609,782,28.89,29.05,62.67,1.06,1.09,1.09,0.07
2019-09-19 19:58:51+00:00,1568923131,3.807180882,27.41,29.85,102.7,-150.59,294,608,782,28.99,29.01,-98.0,1.1400000000000001,1.17,1.17,0.08
2019-09-19 19:59:54+00:00,1568923194,4.354911804,27.45,29.82,102.7,-150.26,272,587,776,28.94,29.09,5.5600000000000005,1.31,1.34,1.34,0.15
2019-09-19 20:00:57+00:00,1568923257,4.463784695,27.3,30.02,102.7,-150.01,276,576,779,28.78,29.4,59.9,1.11,1.1400000000000001,1.1400000000000001,0.12
2019-09-19 20:02:00+00:00,1568923320,4.15400219,27.1,30.33,102.7,-149.84,286,616,780,28.77,29.56,57.82,1.3,1.33,1.33,0.13
2019-09-19 20:03:02+00:00,1568923382,3.918298483,27.24,30.18,102.7,-150.01,295,607,794,28.87,29.24,55.96,1.37,1.4100000000000001,1.4100000000000001,0.16
2019-09-19 20:04:05+00:00,1568923445,4.12594223,27.3,30.15,102.7,-150.01,295,608,772,28.92,29.09,54.01,0.9500000000000001,0.98,0.98,0.2
2019-09-19 20:05:08+00:00,1568923508,3.835240841,27.32,30.11,102.7,-149.84,296,633,790,28.94,29.17,51.91,1.38,1.4100000000000001,1.4100000000000001,0.16
2019-09-19 20:06:11+00:00,1568923571,4.146145821,27.39,30.16,102.7,-150.01,305,636,805,29.15,29.06,49.85,1.26,1.29,1.29,0.15
2019-09-19 20:07:14+00:00,1568923634,3.835240841,27.48,29.92,102.7,-149.68,302,657,796,29.21,28.94,47.66,1.3,1.34,1.34,0.19
2019-09-19 20:08:17+00:00,1568923697,4.166348934,27.55,29.73,102.7,-150.01,309,661,788,29.35,28.83,45.68,1.35,1.3900000000000001,1.3900000000000001,0.17
2019-09-19 20:09:20+00:00,1568923760,3.825139284,27.72,29.64,102.7,-150.01,316,688,792,29.53,28.71,43.82,1.12,1.15,1.15,0.17
2019-09-19 20:10:23+00:00,1568923823,4.157369614,27.83,29.35,102.7,-150.26,300,673,791,29.57,28.46,41.47,1.3599999999999999,1.3900000000000001,1.3900000000000001,0.18
2019-09-19 20:11:25+00:00,1568923885,3.8296287060000003,27.79,29.47,102.7,-150.01,315,684,777,29.56,28.41,40.65,1.52,1.56,1.56,0.24
2019-09-19 20:12:28+00:00,1568923948,4.166348934,27.72,29.4,102.7,-149.68,303,668,778,29.53,28.27,39.21,1.47,1.51,1.51,0.21
2019-09-19 20:13:31+00:00,1568924011,3.861056089,27.6,29.64,102.7,-149.84,302,664,798,29.61,28.31,37.81,1.7000000000000002,1.74,1.74,0.18
2019-09-19 20:14:33+00:00,1568924073,4.147267818,27.77,29.34,102.69,-149.68,298,665,801,29.69,28.18,143.42,1.32,1.35,1.35,0.2
2019-09-19 20:15:36+00:00,1568924136,3.856566429,27.6,29.68,102.69,-149.35,311,684,784,29.66,28.36,35.22,1.27,1.3,1.3,0.22
2019-09-19 20:16:39+00:00,1568924199,4.179817677,27.79,29.4,102.69,-149.19,309,666,818,29.74,28.12,33.64,1.54,1.58,1.58,0.42
2019-09-19 20:17:42+00:00,1568924262,3.835240841,28.0,29.3,102.68,-149.02,314,703,805,30.05,28.01,31.82,1.1,1.13,1.13,0.2
2019-09-19 20:18:45+00:00,1568924325,4.176450253,28.25,28.77,102.68,-148.85,317,682,800,30.08,27.5,30.2,1.07,1.1,1.1,0.37
2019-09-19 20:19:47+00:00,1568924387,3.857688904,28.33,28.64,102.68,-148.69,321,701,797,30.21,27.49,28.66,1.43,1.46,1.46,0.38
2019-09-19 20:20:50+00:00,1568924450,4.180940151,28.39,28.77,102.68,-148.53,319,717,800,30.41,27.5,27.52,1.09,1.12,1.12,0.33
2019-09-19 20:21:53+00:00,1568924513,3.882381678,28.4,28.59,102.68,-148.69,315,679,776,30.35,27.28,26.71,1.32,1.3599999999999999,1.3599999999999999,0.31
2019-09-19 20:22:56+00:00,1568924576,3.855443954,28.56,28.26,102.68,-148.85,299,666,792,30.36,27.16,26.24,1.16,1.19,1.19,0.35000000000000003
2019-09-19 20:23:59+00:00,1568924639,4.197775841,28.44,28.5,102.68,-148.53,314,682,795,30.48,27.14,25.57,1.13,1.15,1.15,0.19
2019-09-19 20:25:02+00:00,1568924702,3.865545511,28.43,28.46,102.68,-148.69,330,698,800,30.36,27.33,24.8,1.24,1.27,1.27,0.22
2019-09-19 20:26:05+00:00,1568924765,4.2022657389999996,28.27,28.54,102.68,-148.69,313,662,853,30.1,27.43,24.51,1.46,1.5,1.5,0.29
2019-09-19 20:27:08+00:00,1568924828,3.874524832,28.08,28.73,102.68,-148.85,319,666,793,30.1,27.47,23.83,1.46,1.5,1.5,0.21
2019-09-19 20:28:10+00:00,1568924890,4.184307098,28.27,28.54,102.68,-148.85,313,663,820,30.28,27.23,24.29,1.2,1.23,1.23,0.25
2019-09-19 20:29:13+00:00,1568924953,3.8835039140000003,28.41,28.45,102.69,-149.02,331,670,798,30.38,27.1,24.22,1.38,1.4100000000000001,1.4100000000000001,0.18
2019-09-19 20:30:16+00:00,1568925016,4.205632687,28.28,28.52,102.68,-149.02,315,662,810,30.07,27.31,24.21,1.29,1.33,1.33,0.30000000000000004
2019-09-19 20:31:19+00:00,1568925079,3.8677904610000002,28.25,28.62,102.69,-149.02,322,691,816,30.25,27.27,23.6,1.11,1.1400000000000001,1.15,0.21
2019-09-19 20:32:22+00:00,1568925142,4.198898315,28.29,28.51,102.69,-149.02,335,712,811,30.22,27.21,24.06,1.09,1.12,1.13,0.32
2019-09-19 20:33:25+00:00,1568925205,3.873402357,27.99,28.78,102.69,-149.02,327,678,776,30.05,27.42,95.44,1.43,1.47,1.48,0.15
2019-09-19 20:34:28+00:00,1568925268,4.183184624,28.23,28.55,102.69,-148.85,323,682,790,30.25,27.17,23.98,1.11,1.15,1.15,0.13
2019-09-19 20:35:31+00:00,1568925331,3.862178326,28.56,28.1,102.68,-148.85,318,684,795,30.34,27.18,23.66,1.19,1.22,1.23,0.13
2019-09-19 20:36:33+00:00,1568925393,4.212367058,28.61,28.07,102.69,-149.02,315,682,802,30.36,27.16,23.73,1.2,1.23,1.23,0.16
2019-09-19 20:37:36+00:00,1568925456,3.889116049,28.7,27.9,102.68,-148.69,315,666,813,30.41,27.03,23.7,1.06,1.09,1.09,0.16
2019-09-19 20:38:39+00:00,1568925519,4.193286419,28.77,27.85,102.68,-148.69,317,674,793,30.38,27.05,23.75,1.26,1.29,1.3,0.21
2019-09-19 20:39:42+00:00,1568925582,3.889116049,28.82,27.74,102.68,-148.85,332,676,797,30.47,26.92,23.28,1.47,1.51,1.51,0.18
2019-09-19 20:40:45+00:00,1568925645,4.215734482,28.78,27.93,102.68,-148.53,342,721,805,30.42,27.03,23.54,1.2,1.24,1.24,0.25
2019-09-19 20:41:48+00:00,1568925708,3.903707266,28.72,27.97,102.68,-148.53,340,712,808,30.39,27.04,23.52,1.56,1.6099999999999999,1.6099999999999999,0.49
2019-09-19 20:42:51+00:00,1568925771,4.213489532,28.59,28.11,102.68,-148.69,357,741,805,30.51,27.1,23.4,1.47,1.51,1.51,0.34
2019-09-19 20:43:54+00:00,1568925834,3.89585042,28.41,28.34,102.69,-149.19,345,705,804,30.3,27.16,23.03,1.28,1.31,1.31,0.42
2019-09-19 20:44:56+00:00,1568925896,3.922787905,28.49,28.2,102.68,-148.85,336,691,864,30.32,27.15,23.3,1.47,1.51,1.51,0.55
2019-09-19 20:45:59+00:00,1568925959,4.209000111,28.44,28.28,102.68,-148.69,332,714,825,30.39,27.12,23.3,1.4,1.44,1.44,0.28
2019-09-19 20:47:02+00:00,1568926022,3.893605709,28.3,28.43,102.68,-148.85,333,710,807,30.31,27.15,-98.0,1.18,1.21,1.21,0.21
2019-09-19 20:48:05+00:00,1568926085,4.215734482,28.4,28.24,102.68,-148.53,331,674,810,30.42,27.05,22.84,1.16,1.19,1.19,0.26
2019-09-19 20:49:08+00:00,1568926148,3.9126863480000003,28.63,27.91,102.68,-148.53,330,687,806,30.45,26.79,23.05,1.16,1.19,1.19,0.2
2019-09-19 20:50:11+00:00,1568926211,4.213489532,28.48,28.16,102.68,-148.03,331,689,795,30.32,27.05,23.01,1.34,1.37,1.37,0.30000000000000004
2019-09-19 20:51:14+00:00,1568926274,3.902584791,28.52,27.99,102.67,-148.2,339,716,742,30.32,26.89,22.85,1.55,1.5899999999999999,1.5899999999999999,0.29
2019-09-19 20:52:16+00:00,1568926336,4.212367058,28.45,28.14,102.67,-148.03,346,703,783,30.34,27.01,22.13,1.13,1.16,1.16,0.22
2019-09-19 20:53:19+00:00,1568926399,3.921665668,28.44,28.1,102.67,-147.54,346,691,795,30.27,27.0,22.77,1.33,1.3599999999999999,1.3599999999999999,0.32
2019-09-19 20:54:22+00:00,1568926462,4.241549492,28.43,28.16,102.67,-147.37,356,728,810,30.39,27.0,22.61,1.09,1.12,1.12,0.2
2019-09-19 20:55:25+00:00,1568926525,3.904829502,28.64,27.82,102.67,-147.37,336,714,813,30.47,26.87,22.51,1.29,1.33,1.33,0.21
2019-09-19 20:56:28+00:00,1568926588,4.231448174,28.76,27.54,102.66,-147.21,330,669,810,30.48,26.64,21.99,1.52,1.56,1.56,0.24
2019-09-19 20:57:31+00:00,1568926651,3.909319162,28.51,27.79,102.66,-146.88,331,675,825,30.28,26.84,90.09,1.17,1.2,1.2,0.13
2019-09-19 20:58:34+00:00,1568926714,4.250528812,28.39,27.95,102.66,-147.21,319,668,835,30.28,26.93,22.38,1.33,1.37,1.37,0.19
2019-09-19 20:59:37+00:00,1568926777,3.90034008,28.5,27.88,102.66,-147.21,336,671,799,30.41,26.63,22.2,1.11,1.13,1.13,0.13
2019-09-19 21:00:39+00:00,1568926839,4.235937595,28.5,27.87,102.66,-147.21,340,704,794,30.27,26.94,22.35,1.44,1.47,1.47,0.13
2019-09-19 21:01:42+00:00,1568926902,3.916053534,28.47,27.87,102.67,-147.37,341,691,804,30.28,26.79,-98.0,1.1400000000000001,1.17,1.17,0.2
2019-09-19 21:02:45+00:00,1568926965,4.256140709,28.3,28.11,102.67,-147.37,349,720,801,30.11,27.11,22.15,1.35,1.3900000000000001,1.3900000000000001,0.22
2019-09-19 21:03:48+00:00,1568927028,3.90034008,28.29,28.15,102.67,-147.54,346,684,806,30.27,26.93,22.12,1.31,1.34,1.34,0.15
2019-09-19 21:04:51+00:00,1568927091,4.23706007,28.45,27.89,102.66,-146.88,346,696,806,30.27,26.89,88.76,1.25,1.28,1.28,0.17
2019-09-19 21:05:54+00:00,1568927154,3.922787905,28.53,27.9,102.66,-146.71,354,728,801,30.25,26.94,943.53,1.23,1.26,1.26,0.4
2019-09-19 21:06:57+00:00,1568927217,3.921665668,28.25,28.33,102.66,-146.71,362,743,803,30.17,27.2,22.03,1.57,1.6099999999999999,1.6099999999999999,0.35000000000000003
2019-09-19 21:07:59+00:00,1568927279,4.258385658,28.27,28.33,102.66,-146.38,365,744,809,30.32,27.07,22.05,1.19,1.22,1.22,0.41000000000000003
2019-09-19 21:09:02+00:00,1568927342,3.930644751,28.25,28.37,102.66,-146.38,355,734,806,30.34,27.04,20.53,1.43,1.46,1.46,0.34
2019-09-19 21:10:05+00:00,1568927405,4.242671967,28.58,27.87,102.66,-146.55,355,702,812,30.61,26.58,21.04,1.4,1.43,1.43,0.26
2019-09-19 21:11:08+00:00,1568927468,3.938501596,28.61,27.61,102.66,-146.71,351,719,835,30.44,26.63,21.08,1.4,1.43,1.43,0.18
2019-09-19 21:12:11+00:00,1568927531,4.252773762,28.77,27.35,102.66,-146.88,345,684,832,30.51,26.47,21.07,0.9,0.93,0.93,0.19
2019-09-19 21:13:14+00:00,1568927594,3.92615509,28.87,27.24,102.66,-146.88,342,682,808,30.54,26.44,18.73,1.33,1.3599999999999999,1.3599999999999999,0.29
2019-09-19 21:14:17+00:00,1568927657,4.247161388,28.73,27.36,102.66,-146.71,350,686,740,30.34,26.49,18.72,1.26,1.29,1.29,0.35000000000000003
2019-09-19 21:15:20+00:00,1568927720,3.899217606,28.61,27.65,102.66,-146.71,352,702,839,30.41,26.67,19.12,1.29,1.33,1.33,0.22
2019-09-19 21:16:22+00:00,1568927782,4.246039391,28.75,27.29,102.65,-146.38,347,679,840,30.42,26.47,17.87,1.22,1.25,1.25,0.30000000000000004
2019-09-19 21:17:25+00:00,1568927845,3.965439081,28.48,27.54,102.65,-146.14,347,700,803,30.15,26.66,19.21,1.6,1.65,1.65,0.26
2019-09-19 21:18:28+00:00,1568927908,4.2808337210000005,28.28,27.9,102.65,-145.8,353,701,827,30.27,26.74,18.85,1.32,1.35,1.35,0.1
2019-09-19 21:19:31+00:00,1568927971,3.935134411,28.34,27.72,102.65,-145.97,352,706,815,30.22,26.61,18.2,1.33,1.37,1.37,0.36
2019-09-19 21:20:34+00:00,1568928034,4.2808337210000005,28.09,28.24,102.65,-145.64,354,691,829,30.18,26.91,20.04,1.4,1.43,1.43,0.16
2019-09-19 21:21:37+00:00,1568928097,3.917176008,28.31,27.78,102.65,-145.8,348,672,826,30.28,26.69,18.96,1.28,1.32,1.32,0.14
2019-09-19 21:22:40+00:00,1568928160,4.267364979,28.52,27.53,102.64,-145.97,344,671,830,30.39,26.48,18.63,1.45,1.49,1.49,0.12
2019-09-19 21:23:42+00:00,1568928222,3.9373791220000003,28.8,27.14,102.65,-146.14,344,689,838,30.51,26.28,19.86,1.3,1.34,1.34,0.17
2019-09-19 21:24:45+00:00,1568928285,4.2808337210000005,28.92,26.97,102.65,-146.38,351,705,834,30.47,26.33,19.87,1.21,1.25,1.25,0.27
2019-09-19 21:25:48+00:00,1568928348,3.960949659,28.65,27.41,102.65,-146.38,355,726,820,30.39,26.61,19.02,1.3900000000000001,1.43,1.43,0.2
